"","logFC","logCPM","PValue","FDR"
"ENSG00000241484.5",7.57415341926465,3.24018444515717,6.16149401531657e-05,0.0260926948560626
"ENSG00000065413.12",5.7202526594009,2.68175022836929,6.39438553097588e-05,0.0265479841633104
"ENSG00000187908.11",5.56819431139685,3.44184761604912,6.64946962495387e-05,0.0270761288151487
"ENSG00000233668.1",7.51703841390216,3.20932160449269,7.2812009694534e-05,0.0290890847787182
"ENSG00000110195.7",6.5146285022756,4.49469876644291,7.75345965209842e-05,0.0299146211926961
"ENSG00000163492.9",6.10415611101295,2.62393178933667,7.77039843958764e-05,0.0299146211926961
"ENSG00000006062.9",6.59383059525295,2.97786099847247,8.61584987778259e-05,0.0325771438057444
"ENSG00000174343.5",7.04102598065351,3.01663922935128,8.98839846783851e-05,0.0333895349400022
"ENSG00000185275.6",7.41235724138434,3.1587254850716,9.95440400388473e-05,0.0363404397203889
"ENSG00000107551.15",5.94671925352546,5.77177609989934,0.00010758691683804,0.038610938595401
"ENSG00000060718.14",6.27106696027388,5.33080126710951,0.000111958781058121,0.0392587724554975
"ENSG00000163380.11",5.89250774866086,2.56285839144299,0.00011310027013249,0.0392587724554975
"ENSG00000133055.4",4.94042914313266,7.77792581220006,0.000123791998001803,0.0422769639627446
"ENSG00000121769.3",6.20733100783377,4.42421626941967,0.000133207436301326,0.0447703850197506
"ENSG00000235109.3",7.28893211428419,3.09615454690376,0.00013538938800527,0.0447927328378687
"ENSG00000169131.6",5.39303395702347,3.03456724296449,0.000153217786629492,0.049702684036748
"ENSG00000186300.7",5.87574358505942,3.27440180713022,0.000161645053089509,0.049702684036748
"ENSG00000099957.12",5.82250858873972,2.86288661055561,0.000161669479481717,0.049702684036748
"ENSG00000169592.10",5.24064315156533,2.80089629310802,0.0001618293078108,0.049702684036748
"ENSG00000185482.3",6.19234393379511,3.59164189806571,0.000162652211064372,0.049702684036748
"ENSG00000106483.7",7.22971752014434,3.06706332999041,0.00016431415332825,0.049702684036748
"ENSG00000243156.3",4.48726214987974,2.65507537044376,0.000169784018156752,0.0504686108389369
"ENSG00000182405.4",5.8286230225866,2.5442765559193,0.000171613298403866,0.0504686108389369
"ENSG00000261452.1",5.7894152054609,3.16157003899508,0.000185312668646423,0.0537508280262925
"ENSG00000188629.7",6.24875039943188,2.85538766792449,0.000193373430327036,0.055330932618171
"ENSG00000178287.13",7.16374930508763,3.03090378698479,0.000200277623228396,0.0565423785898408
"ENSG00000139112.6",6.5247442625027,3.09906086962965,0.000212775174810614,0.0592802835715783
"ENSG00000106123.7",6.49071606630285,2.96327326415127,0.000231123407862669,0.0635559355595343
"ENSG00000175104.10",5.87456471304568,3.53401614482847,0.000240923825700196,0.0644196476594632
"ENSG00000121440.10",6.36538977583963,2.83672218647834,0.000244880381150722,0.0644196476594632
"ENSG00000196118.7",7.06008334164515,2.98704692048583,0.000245558131750552,0.0644196476594632
"ENSG00000259954.1",5.90278257027836,2.82036640599801,0.000246433902919454,0.0644196476594632
"ENSG00000226087.1",7.04083465825315,2.97387647556975,0.000252934411542611,0.0645843818595073
"ENSG00000175920.11",6.39550057616365,2.80682621699719,0.000253164432527586,0.0645843818595073
"ENSG00000141665.7",6.76639398183057,3.2272090542335,0.000288396352466014,0.072512933196674
"ENSG00000242759.1",5.57506062787689,2.79429449181865,0.000291092817687602,0.072512933196674
"ENSG00000099899.10",6.7368472838394,4.19188523890132,0.000303037510487683,0.073413426981372
"ENSG00000139985.5",6.98705101052864,2.94973781086199,0.000304670614415995,0.073413426981372
"ENSG00000100889.7",6.05644435953799,3.49780527123258,0.000307557565624466,0.073413426981372
"ENSG00000118729.10",6.95546444443025,2.94014484344373,0.000308947995275167,0.073413426981372
"ENSG00000145075.7",5.34201041814934,2.45010432255914,0.000312043469742301,0.073413426981372
"ENSG00000187257.9",4.98869263421139,3.74228870900093,0.000322824457017563,0.0747275152515729
"ENSG00000132024.13",4.73292363572137,2.8623486995081,0.000324687418680679,0.0747275152515729
"ENSG00000183663.6",6.90027188844617,2.91183039472081,0.000348446921543088,0.0793334958790681
"ENSG00000235919.3",6.09624855997311,3.02087637870503,0.000373180925725233,0.0840609885245327
"ENSG00000241985.1",6.85815846081934,2.89818247490753,0.000382653906392708,0.0843821360847179
"ENSG00000141542.6",5.51399416134609,2.74299998897038,0.000388428651853045,0.0843821360847179
"ENSG00000097096.8",5.81872982976582,2.62033181749938,0.000389443241370452,0.0843821360847179
"ENSG00000216471.3",6.85101981907843,2.89088351417482,0.000390547338070386,0.0843821360847179
"ENSG00000270039.1",6.81454654256377,2.87989156304521,0.00042807366283238,0.0915558761294225
"ENSG00000263624.1",6.13294696501052,2.70189734239482,0.00046110103420468,0.0968016189942061
"ENSG00000178734.4",5.18097763417915,2.85713635280783,0.000461743814036782,0.0968016189942061
"ENSG00000270674.1",4.75756096952311,2.46516363616668,0.00047108001080882,0.0977906681261368
"ENSG00000107317.7",6.36586795745439,6.19963799269812,0.000479200126973154,0.0983282170359193
"ENSG00000143512.8",6.98203162653251,3.59141446373738,0.000483835442642699,0.0983282170359193
"ENSG00000065361.10",6.14940382724588,2.68353528373794,0.00048760096291544,0.0983282170359193
"ENSG00000214517.4",3.94309893493519,6.92704662622349,0.000499174989840577,0.099712558819664
"ENSG00000261252.1",6.72325521069665,2.83844470338847,0.000549645254213469,0.10876811787585
"ENSG00000174132.8",6.54872783017768,3.0108928454583,0.000580145869951281,0.113740820836559
"ENSG00000251201.4",6.28815915518356,2.69898699540257,0.000601049572312279,0.116758015083855
"ENSG00000120669.11",6.64750196146419,2.80863477207607,0.000631052597092652,0.121471888098544
"ENSG00000151320.6",5.10345129822971,2.55843584373997,0.000654291605744354,0.124810544684964
"ENSG00000107679.10",4.09823177470561,3.73656227654086,0.000678234443213457,0.128222643755373
"ENSG00000137877.8",4.48160228111112,2.30719754708397,0.000710811828272832,0.133104506745452
"ENSG00000266964.1",4.6090370226259,2.33555498148976,0.00071662953475874,0.133104506745452
"ENSG00000116990.9",4.34869672667283,2.31586560571128,0.000739813090410486,0.13621567283784
"ENSG00000170624.9",3.74653891818119,5.22309046408728,0.000747597521906152,0.136462326972766
"ENSG00000107796.8",4.75204428487555,6.01005246975003,0.000755859923154632,0.136791265067318
"ENSG00000158220.9",5.51879805778931,2.4705456961119,0.00077062603375273,0.138281657954918
"ENSG00000176563.5",6.53688826589861,2.77080815362865,0.000788745832567903,0.138771273033187
"ENSG00000074370.13",4.56463927580966,2.32671310192193,0.000790566284639627,0.138771273033187
"ENSG00000164694.12",6.52444321366647,2.76621239314373,0.000794851936792275,0.138771273033187
"ENSG00000243621.1",6.53160170308142,2.76484565673313,0.000799570006141912,0.138771273033187
"ENSG00000158246.7",6.01063781287245,2.61882563945205,0.000807282410521128,0.138970713498979
"ENSG00000177225.12",3.81506936074506,3.75385027660085,0.000847408924792412,0.143643623195633
"ENSG00000092421.12",6.04537097113069,3.02294716934178,0.000847995319705966,0.143643623195633
"ENSG00000258571.1",6.48066580223956,2.74628767465276,0.000897269020417699,0.150246412331385
"ENSG00000227048.2",6.43237365615341,2.73297680609411,0.000901166258906485,0.150246412331385
"ENSG00000075234.12",5.49617670693499,2.79837570612247,0.00097065126900064,0.160566952889215
"ENSG00000063438.12",5.23236607452981,2.44077559938915,0.00100093921654621,0.164293697450771
"ENSG00000229820.2",6.37635685251874,2.71340947389177,0.00101883994024202,0.165945514574496
"ENSG00000181085.10",5.25793430352009,2.41384265290307,0.00103113038151733,0.16666530304006
"ENSG00000156804.3",5.30815722865664,4.21035231928051,0.00104981295375326,0.168399541536148
"ENSG00000108784.5",5.82683631003246,2.57307062807279,0.00107514477325533,0.171166281420364
"ENSG00000224014.1",6.3363304249677,2.69593297598303,0.0011541739315,0.180467244936968
"ENSG00000223653.1",5.63883506467343,2.53666260872743,0.00115713155952631,0.180467244936968
"ENSG00000263657.1",6.31422554304164,2.69227639398758,0.00115913598334881,0.180467244936968
"ENSG00000182533.6",4.94485078444697,4.65544361640253,0.00122939338010677,0.1900085797838
"ENSG00000134769.17",6.21590623200764,3.60488163624719,0.00132483754419049,0.203276160584706
"ENSG00000127418.10",4.93760001186799,2.65607473473215,0.00145971407606038,0.22136790664235
"ENSG00000236285.1",6.17463155657221,2.64693960175854,0.00149021849637344,0.22136790664235
"ENSG00000226637.1",6.17223385186828,2.64259249700962,0.0014925344300463,0.22136790664235
"ENSG00000067798.9",2.9007241744836,5.90162817178755,0.00149416190816223,0.22136790664235
"ENSG00000091409.10",3.60020634973529,5.26456297641108,0.00149502270000264,0.22136790664235
"ENSG00000213977.3",-6.35749573592173,6.99602568288072,0.00151303718567892,0.222479509510872
"ENSG00000156218.8",3.83086949472206,2.61115656142265,0.00153182142720337,0.223688185514511
"ENSG00000196218.7",4.54655844687926,2.30335603584648,0.00155650235282527,0.225735485059741
"ENSG00000105655.12",4.8156940649417,2.41877696062992,0.00157819404779441,0.22731699704133
"ENSG00000157796.13",5.06466676513074,3.17065366179162,0.00158887860404821,0.22731699704133
"ENSG00000081189.9",3.83108216294679,7.32855068945727,0.0016406556625326,0.232792595569128
"ENSG00000144711.9",4.7803679440482,2.3943203557167,0.00164913995160901,0.232792595569128
"ENSG00000186260.12",4.76385257090575,3.25505214182683,0.00168443828297274,0.235217839232173
"ENSG00000270949.1",5.45445215618934,2.49279060703248,0.00169772043268674,0.235217839232173
"ENSG00000251257.1",6.09296368365952,2.62176214342233,0.00170959648715441,0.235217839232173
"ENSG00000136011.10",6.04729478914479,2.60810639812558,0.00172745398255142,0.235217839232173
"ENSG00000213199.3",6.05868100075489,2.60803452010702,0.00173017784749448,0.235217839232173
"ENSG00000267063.1",6.0425633458478,2.60328157448294,0.00173297359592987,0.235217839232173
"ENSG00000184313.14",6.25840778959792,3.13688412172458,0.00186784316408396,0.251908988256775
"ENSG00000166165.8",4.63008465759549,6.12785824886403,0.0018901725493565,0.253307047848573
"ENSG00000243927.1",-8.91121540246767,6.91725650722925,0.00192087596058091,0.255611312821113
"ENSG00000155666.7",5.13954483081795,2.44464447218753,0.00197900831624682,0.255611312821113
"ENSG00000215788.5",6.00909272950286,2.59691322423517,0.00197913066456027,0.255611312821113
"ENSG00000232939.1",6.00389888273931,2.59540743341871,0.00198062601667143,0.255611312821113
"ENSG00000235574.1",5.94569075088489,2.57879174304311,0.00199495780114201,0.255611312821113
"ENSG00000175634.9",5.66719423173466,3.81850216441772,0.00199565775618226,0.255611312821113
"ENSG00000051128.14",5.93226478003987,2.57502654922997,0.00199928580095701,0.255611312821113
"ENSG00000262899.1",5.96467412186116,2.58083436531189,0.00200394247323627,0.255611312821113
"ENSG00000172175.8",4.03278899016231,3.42461238307911,0.00201978121835219,0.256088907289756
"ENSG00000127311.5",5.9241502017007,2.79351624735087,0.00205215814861104,0.258645218087442
"ENSG00000185585.15",4.45311599318746,2.40971398907067,0.00217477672861597,0.272477647643281
"ENSG00000164048.9",5.90816589503406,2.83067545773699,0.0022159582758446,0.276004120780786
"ENSG00000118194.14",3.61729580267332,8.53153635011262,0.00225891654637672,0.279287026828325
"ENSG00000108515.13",4.98950455466257,5.92515744232542,0.0022686959768807,0.279287026828325
"ENSG00000178301.3",5.90024669022752,2.56614802441096,0.00229867493750584,0.279679837349836
"ENSG00000261596.1",5.88032005262064,2.56069351868172,0.00230315326869643,0.279679837349836
"ENSG00000267666.1",5.8934905697421,2.56106524451068,0.00231151277681219,0.279679837349836
"ENSG00000215346.3",5.84812637236937,2.55199645589988,0.00233671894215937,0.280460775074554
"ENSG00000258301.2",5.82870882408394,2.54681819791708,0.00234445816511741,0.280460775074554
"ENSG00000137177.14",3.75310242416084,3.47401168694482,0.00246874519587537,0.293669723468906
"ENSG00000168795.4",5.79552474591524,2.76801755135159,0.00254511324878887,0.301062725865114
"ENSG00000124762.8",3.28571278697162,6.20098060014795,0.00260231514516403,0.306119004909462
"ENSG00000235865.2",4.18666661498427,2.47426295990165,0.00266012995215419,0.30822584922298
"ENSG00000107263.14",4.2279612563037,2.50551042496158,0.00266380079115139,0.30822584922298
"ENSG00000271228.1",5.82306464863865,2.54219012791524,0.00272092697126025,0.30822584922298
"ENSG00000254802.1",5.77347492386169,2.53236417592469,0.0027285157617922,0.30822584922298
"ENSG00000203993.3",5.79586354748752,2.53507913802661,0.00273333877272833,0.30822584922298
"ENSG00000258982.1",5.74777172684463,2.52577543582638,0.00273337785675951,0.30822584922298
"ENSG00000112183.10",3.86847841428533,4.5079789077107,0.00273913330121374,0.30822584922298
"ENSG00000240808.1",5.73308027548191,2.51904085562011,0.00274829240577018,0.30822584922298
"ENSG00000235957.1",5.72019123403018,2.51581216577736,0.00275123668192799,0.30822584922298
"ENSG00000101473.12",4.53314156163271,3.70278557226802,0.00280622709409826,0.312731855212824
"ENSG00000105048.12",4.91561438840922,5.74473272757542,0.00294054704574813,0.325212984108832
"ENSG00000014138.4",4.48059040230548,4.30976695872825,0.00294894176579275,0.325212984108832
"ENSG00000170647.2",5.11503998554187,2.48879680151571,0.0029786350024324,0.326785583116599
"ENSG00000162923.10",3.38143348123507,3.94085832402294,0.00301872970250486,0.329477230519783
"ENSG00000064787.8",4.83167380832283,2.3854884655727,0.00315219913169844,0.342280330331194
"ENSG00000229276.1",5.67868367191333,2.50849217500933,0.00322441427935016,0.347784169102593
"ENSG00000111266.4",5.62706517791668,2.49597809096763,0.00326007202024298,0.347784169102593
"ENSG00000235529.1",5.63354348481069,2.49753042282601,0.00326394415485588,0.347784169102593
"ENSG00000255449.1",5.59938153634214,2.48940439691704,0.00326858645751468,0.347784169102593
"ENSG00000165704.10",-6.33727389331427,7.06820831992126,0.00337952723346435,0.357790548206871
"ENSG00000185909.10",4.85836387595433,2.60215132416582,0.00352585739188093,0.369767477500745
"ENSG00000172346.10",5.00142539553123,2.39000805287195,0.00352758243388828,0.369767477500745
"ENSG00000108423.10",4.81748636154558,3.2887756809113,0.00361663385286104,0.377234508376747
"ENSG00000142687.12",3.52270917869785,3.76230302474793,0.00363953851868894,0.377762689189802
"ENSG00000118197.9",4.12175370806982,2.83812932615285,0.00367628259323148,0.37971515916626
"ENSG00000230160.1",5.56606316278847,2.48161783536961,0.00382955736434006,0.385370085203781
"ENSG00000232445.1",5.491903979508,2.46210695386096,0.00383198220317247,0.385370085203781
"ENSG00000003249.8",5.55490494084667,2.47904104702818,0.00383570864016035,0.385370085203781
"ENSG00000213731.2",5.50396339548356,2.46746863427404,0.0038363386894091,0.385370085203781
"ENSG00000141294.5",5.5573547438307,2.47960553424295,0.00383653826526358,0.385370085203781
"ENSG00000270640.1",5.58525000101854,2.4860849736833,0.00384023273722479,0.385370085203781
"ENSG00000074590.9",3.228756088587,4.88156430954312,0.00397862243785773,0.396439390187682
"ENSG00000151287.12",-8.29348204691215,6.32427992726125,0.00398798479786418,0.396439390187682
"ENSG00000196655.5",-5.85317088566086,7.65036850955853,0.00420004400391261,0.415568839901148
"ENSG00000258531.2",5.68866092028668,3.85488822331539,0.00423507246504429,0.417085694766734
"ENSG00000132646.6",-9.86719170673205,7.85022531682363,0.00426738587585185,0.418322354330033
"ENSG00000260196.1",4.61331866797512,2.36534944411581,0.00431026217794376,0.420578301178715
"ENSG00000134490.9",4.23298059001686,2.74018897364306,0.00434801716000494,0.422316125440113
"ENSG00000269772.1",6.07060015516454,3.99614687090642,0.00437556211120564,0.423050923025882
"ENSG00000171262.7",3.53171255185104,2.95427945136703,0.00443141337539434,0.426503394593635
"ENSG00000235902.1",5.36244385271314,2.59956340486741,0.00446211102741984,0.427514655631618
"ENSG00000110492.11",3.35340463009047,5.58550750217789,0.00452453201310252,0.431542526330778
"ENSG00000240583.6",5.38480003231871,2.44160226031344,0.00457550184481115,0.433856559322489
"ENSG00000250534.1",5.46036823873811,2.45781227311989,0.00459213184115085,0.433856559322489
"ENSG00000231054.1",5.4336825198389,2.45201262004405,0.00461026380691226,0.433856559322489
"ENSG00000111305.14",4.84752232306799,4.14377164922287,0.00469702274770103,0.440065308229299
"ENSG00000138162.13",4.09932403602525,3.5915524959135,0.0049649367687361,0.463117053485542
"ENSG00000164611.8",-10.2216807230241,8.19940000040979,0.00512485470489773,0.475937164568002
"ENSG00000072832.10",4.25898526733841,3.61393576048848,0.00524448057622965,0.484919789175051
"ENSG00000213145.5",5.59258445907745,4.13333091798528,0.00528366521034804,0.486418813756128
"ENSG00000259345.1",5.32585715865041,4.43503541872652,0.00544689445469291,0.492689864653738
"ENSG00000188295.10",4.78129594478367,3.01323235788627,0.00546623802324237,0.492689864653738
"ENSG00000169271.1",4.30774831527132,7.60963714706844,0.00549410184177956,0.492689864653738
"ENSG00000250303.2",3.45850484450247,4.99392996037708,0.00551837110856226,0.492689864653738
"ENSG00000187244.5",4.24557079202411,2.31652044956641,0.00552087988623907,0.492689864653738
"ENSG00000182141.5",3.91423244656833,2.69162205800123,0.00552400311144224,0.492689864653738
"ENSG00000175567.3",3.41521134996467,5.36853375528292,0.00558971703822438,0.492689864653738
"ENSG00000250831.1",5.2569851853734,2.41566327012801,0.00559027995348143,0.492689864653738
"ENSG00000178460.13",5.27109642467554,2.41608096054861,0.00561322950144634,0.492689864653738
"ENSG00000261597.1",5.18130954644999,2.40114869192715,0.00561733199445696,0.492689864653738
"ENSG00000134775.11",5.21379748047651,2.40730517332844,0.00561919153080986,0.492689864653738
"ENSG00000230812.1",5.31052224321397,2.42389410481503,0.00563655726758626,0.492689864653738
"ENSG00000269922.1",4.90258160619592,2.82768152068662,0.00565427586241892,0.492689864653738
"ENSG00000171161.8",4.25061374507166,3.1789169327528,0.00567986228862782,0.492891000407399
"ENSG00000118690.8",3.52266087885031,2.7212392362914,0.00573198639263618,0.493660359080058
"ENSG00000227051.4",3.6235640919961,4.3175748829998,0.00578760231178994,0.493660359080058
"ENSG00000100100.8",4.90815502583185,2.60892069915369,0.00579562231592704,0.493660359080058
"ENSG00000185614.4",4.59895678416813,2.3435334191685,0.00579626232776484,0.493660359080058
"ENSG00000168427.7",3.94056735844264,4.03241292314959,0.00580530034055607,0.493660359080058
"ENSG00000158457.4",5.66623944037904,2.82707135572625,0.0059548232672201,0.504156725628447
"ENSG00000077157.15",3.97069433007377,2.69174090380121,0.0059763548754482,0.504156725628447
"ENSG00000213190.2",2.9000160071454,5.9700643985302,0.00612670910995279,0.514789439262462
"ENSG00000167552.9",2.211524094486,10.8429261031921,0.00624349025639394,0.522528311023262
"ENSG00000100564.4",4.73951132905471,3.77530769804598,0.00650689752221027,0.542429323367245
"ENSG00000135047.10",-6.90273648564538,6.75118918743919,0.00680257487467761,0.564853805476171
"ENSG00000231756.1",5.02933243128492,2.37379769049774,0.00690998603297064,0.569605991455586
"ENSG00000180861.5",5.04235696588055,2.37400748268402,0.00693073883564203,0.569605991455586
"ENSG00000105427.5",5.06186071727865,2.37738529373343,0.00696735598732327,0.569605991455586
"ENSG00000257769.1",5.06866262990265,2.38065224089277,0.00697390578416647,0.569605991455586
"ENSG00000101265.11",5.15379056908524,2.39602116355297,0.00701673126440344,0.569605991455586
"ENSG00000111087.5",5.16218144110652,2.39536801515714,0.00702121298620515,0.569605991455586
"ENSG00000204253.3",4.15591863283387,2.3285089977979,0.0070987704100173,0.5734737983441
"ENSG00000250548.2",4.17072012713075,3.93786481537313,0.00712353380792342,0.5734737983441
"ENSG00000140853.11",5.07678001309761,4.27501270976387,0.00715014086912451,0.5734737983441
"ENSG00000136717.10",3.24838166224731,4.49559691211672,0.007213551521633,0.576376377053046
"ENSG00000233327.5",3.93716889502572,2.2740040902671,0.00739216660899597,0.586992378582813
"ENSG00000233178.2",4.45346431483504,2.35378396547965,0.00740185912352938,0.586992378582813
"ENSG00000165406.10",5.02317272536074,2.87360794401101,0.00755835159578334,0.597166181675807
"ENSG00000168386.14",3.52473841553336,4.34142543970675,0.00759641253436247,0.597942152425988
"ENSG00000171453.13",3.34940861146348,4.8315384242981,0.00768379855612115,0.602580557878923
"ENSG00000033327.8",3.99897396887193,2.27229304715667,0.00774584459007421,0.605204846310817
"ENSG00000135205.10",4.47505309544476,2.95525102963755,0.0077888586178739,0.606328280789933
"ENSG00000166394.10",4.95918537946252,2.52015827145741,0.00791670404079361,0.611784992137795
"ENSG00000253948.1",4.74711249382817,4.44579986645877,0.00791674165702067,0.611784992137795
"ENSG00000146350.9",3.47569464683146,2.71538430954504,0.00798359593673167,0.614707855870387
"ENSG00000041988.11",4.42717508378561,3.64188517964826,0.00820960251307669,0.62817479024998
"ENSG00000008441.12",3.83319742778154,3.54160661961966,0.00821783398976312,0.62817479024998
"ENSG00000133454.11",3.19178621110854,2.83383787087063,0.00843099389984048,0.642150592932455
"ENSG00000226835.1",5.73733881606431,3.3878847274738,0.00864858736769602,0.644147564554459
"ENSG00000119280.12",2.96473249193346,6.93637484400633,0.0086838687959817,0.644147564554459
"ENSG00000168397.12",3.07624428001305,4.7503495019626,0.00874021575175579,0.644147564554459
"ENSG00000113269.8",3.53134732172418,4.31475368607698,0.00874846120932707,0.644147564554459
"ENSG00000261326.2",4.82522601517604,2.34061598003541,0.00876245763946541,0.644147564554459
"ENSG00000189058.4",4.82493875951733,2.33881521496702,0.00876570051123203,0.644147564554459
"ENSG00000183091.15",4.82652616257217,2.33905628009696,0.00877015798733821,0.644147564554459
"ENSG00000063180.4",4.90414345055474,2.35298276072919,0.00877536768534214,0.644147564554459
"ENSG00000227345.4",4.95968704828492,2.36203265354207,0.00878719956682817,0.644147564554459
"ENSG00000259545.2",4.88685025165588,2.34838781520961,0.0087887219274995,0.644147564554459
"ENSG00000184702.13",4.96126277270248,2.362293777392,0.00879571321542445,0.644147564554459
"ENSG00000262801.1",4.96539834810869,2.36104074669,0.00882227230191712,0.644147564554459
"ENSG00000232859.5",4.78529611725005,3.07023571681542,0.0090088551613918,0.655510306485602
"ENSG00000204370.4",-4.09578199880915,8.17396301717393,0.00932533861515825,0.67530944018816
"ENSG00000146085.7",3.39488720735081,3.09424417675426,0.00934474666927038,0.67530944018816
"ENSG00000129474.11",4.00300112904499,3.49699068205023,0.00939594528241897,0.676699814319522
"ENSG00000110422.7",3.06709439279159,4.49167811127688,0.00948248362551114,0.680617316225671
"ENSG00000149346.10",4.62326928434349,2.97575395817598,0.0095371559334939,0.682228850458783
"ENSG00000157036.8",3.57184519326265,4.41759583774802,0.00961338701461053,0.685366520698193
"ENSG00000214756.3",4.15211697177932,2.8815610675329,0.00980307660180356,0.696544778411371
"ENSG00000158186.8",3.44805907708072,4.52984816361352,0.0101435710177819,0.718327667995031
"ENSG00000088899.10",4.42000966072805,2.57273335607772,0.0105382596948743,0.743589344262405
"ENSG00000159251.6",2.85494146947079,12.3485147343646,0.0105705295467547,0.743589344262405
"ENSG00000078328.15",4.33232268910379,2.79616325858742,0.0107321992243724,0.752462206545895
"ENSG00000118900.10",3.49273401502725,3.18871129017409,0.0108725685616448,0.75978800899098
"ENSG00000114491.9",-6.73944215642458,5.98397094625565,0.0109662751577009,0.761519662006453
"ENSG00000229870.1",5.58091653106919,3.3133732337301,0.0109940898483547,0.761519662006453
