"","logFC","logCPM","PValue","FDR"
"FBgn0024315",2.27603592714065,2.91287096161671,1.1299532302373e-21,2.8446572571224e-19
"FBgn0063649",1.30232443272012,5.70698768030924,1.46828918277975e-21,3.58440535044658e-19
"FBgn0039419",1.15388113547043,6.97996547778579,2.98330679586099e-21,7.06868221984004e-19
"FBgn0027279",1.18619871463633,7.89765870001179,4.18613394061009e-20,9.63528429301568e-18
"FBgn0039109",1.29696175226639,5.26642077012232,1.02556862109222e-19,2.29499466986637e-17
"FBgn0003748",-1.08030095837915,6.47129385568275,1.07328092825769e-19,2.3368516643362e-17
"FBgn0260011",-2.39050371932856,2.86352433807254,7.19372023612608e-19,1.52506869005873e-16
"FBgn0016715",1.96381646432291,3.61674513364434,9.09999362795336e-19,1.87973201709724e-16
"FBgn0001225",-1.35381716105104,5.08981655674326,1.18218056344584e-18,2.38091165477992e-16
"FBgn0033913",1.15372109129158,8.71560853791503,2.0446575021212e-18,4.0175026431923e-16
"FBgn0261362",-1.52425690767554,8.87229598930589,9.46464247600373e-18,1.81540856634967e-15
"FBgn0261284",-2.30881225118195,2.08996388881316,1.73397631544656e-17,3.24858446447384e-15
"FBgn0033065",-3.00548999608519,1.35583404274058,6.38568733457542e-17,1.16916129925772e-14
"FBgn0037153",-1.84246391412135,3.07934378931599,1.16818006667746e-16,2.09130191492302e-14
"FBgn0038198",-2.39502605374545,2.36629183558008,2.04938591865306e-16,3.58909846971067e-14
"FBgn0050463",-2.61537972986892,1.85827241229083,2.27960564726544e-16,3.9073410839086e-14
"FBgn0051642",-2.01810552954708,3.17199844644064,2.93549217739354e-16,4.92673437105883e-14
"FBgn0038149",-1.05661754972407,6.32833883228927,3.68465998396673e-16,6.05788180221143e-14
"FBgn0030041",2.8307916243968,2.82837982080024,3.95621740260356e-16,6.37425747907486e-14
"FBgn0063498",1.36332286754577,4.80249184498186,9.54692817356388e-16,1.50804026208295e-13
"FBgn0001137",1.2458938459517,5.32146521777307,4.26944122586061e-15,6.61434971452559e-13
"FBgn0031150",-1.18697871055779,6.01286290141774,5.43129662682617e-15,8.25557087277578e-13
"FBgn0034438",-1.90221955804389,2.64048326020473,5.67727001258938e-15,8.46964578174445e-13
"FBgn0050147",0.944833006058718,6.29762432651553,7.71308919808224e-15,1.12975721054092e-12
"FBgn0037646",2.78971175122313,1.76795136934487,1.00042460713961e-14,1.42558663472519e-12
"FBgn0039257",1.04515154253235,5.40090467045183,1.00866978872065e-14,1.42558663472519e-12
"FBgn0036985",1.34378550853317,7.28777600667987,1.09094465470273e-14,1.51528450660089e-12
"FBgn0040271",-0.923192307169063,6.35301628823931,1.30607118646696e-14,1.78334058952167e-12
"FBgn0032004",1.17709692036047,6.27933101831096,1.82292193557281e-14,2.4475765188291e-12
"FBgn0011260",-2.04940790855408,4.12697014789782,2.11186816150412e-14,2.78905080476676e-12
"FBgn0036968",0.969907162750819,5.89690581347369,5.73985404802897e-14,7.45810713079377e-12
"FBgn0039479",-1.55306293729738,3.83295828787678,8.26763198879155e-14,1.057207036535e-11
"FBgn0031912",1.06711716258836,6.73183561545199,8.62080663342161e-14,1.08514403498195e-11
"FBgn0031327",-1.23174041253008,5.93573807557797,9.49560577057931e-14,1.17687077058134e-11
"FBgn0034751",1.05533948206892,10.3908966943334,1.21114273960226e-13,1.47832816821755e-11
"FBgn0000116",-1.29779139995583,5.73265834501362,1.44679875972414e-13,1.73961355348323e-11
"FBgn0086910",-1.80949936413013,2.83096884489742,1.8660633062423e-13,2.21073617574823e-11
"FBgn0002868",2.12108505672704,3.06705191186771,2.14216310236732e-13,2.50105303661901e-11
"FBgn0001258",-0.94535033775663,6.94093581023793,2.44563231941402e-13,2.81457342359991e-11
"FBgn0035765",-0.996002068147095,5.49795413990556,2.67058638611931e-13,3.03017520092636e-11
"FBgn0024984",-1.48844645016001,3.30001264831197,2.74462747457124e-13,3.07093318543694e-11
"FBgn0035968",-1.11217339242871,4.58473489468282,3.10440974229224e-13,3.42590751834333e-11
"FBgn0003137",-0.925219490523921,8.51202474943802,3.25206305190988e-13,3.54035404678189e-11
"FBgn0053307",1.44745086941989,6.36006057302384,3.45795649915868e-13,3.71430634096297e-11
"FBgn0031322",1.40508164062144,5.00281766066033,3.56707391025144e-13,3.78109834486653e-11
"FBgn0033775",-1.93656903685856,1.98356111095059,4.3974659164278e-13,4.60077732762888e-11
"FBgn0020248",-2.11793756787821,1.58734914511514,5.70208716523768e-13,5.88923259014804e-11
"FBgn0034389",1.91464282023206,3.18764934356408,6.87346440981636e-13,7.00919358044059e-11
"FBgn0032598",-1.09350471975559,4.67632347612923,8.38570533722581e-13,8.44440527458639e-11
"FBgn0034885",-1.63966319468266,3.7006198878415,8.75112048563776e-13,8.70358353485158e-11
"FBgn0000406",2.02726311617928,4.42221080677354,9.62455563082519e-13,9.45553904413753e-11
"FBgn0038528",-1.39744116251503,3.64339024851366,1.14956449406782e-12,1.11577006797715e-10
"FBgn0030598",-2.08078814593255,1.70512074195154,1.28345527357287e-12,1.23089472427417e-10
"FBgn0037239",0.869209053962921,5.91701360160021,1.74721552834121e-12,1.65594921133139e-10
"FBgn0033367",-1.45943322975419,10.2748267367365,2.11200314745253e-12,1.97840666928809e-10
"FBgn0034638",0.904269093303043,7.06883572225698,3.43187350118512e-12,3.17783596845371e-10
"FBgn0030237",0.937606285444414,7.3419604214977,3.53869093487940e-12,3.23951070129415e-10
"FBgn0029002",-1.44153798831662,7.00626689874414,4.40455618418436e-12,3.95635058214143e-10
"FBgn0031449",0.845614100056599,6.2165200219227,4.41995472185612e-12,3.95635058214143e-10
"FBgn0051195",-0.808065600867295,6.226423783108,4.78074481096845e-12,4.23227254913867e-10
"FBgn0035344",1.6380078359669,2.66975108378223,6.49865587319801e-12,5.69056214287861e-10
"FBgn0039640",1.79001884755538,2.57569745684397,7.08064387179273e-12,6.13351258399594e-10
"FBgn0039464",-1.13225064074938,6.05116309715042,7.46887328831620e-12,6.40098332028461e-10
"FBgn0035727",-1.59061297969456,2.43183930467543,8.378069572213e-12,7.10460299723662e-10
"FBgn0023549",1.56558678787612,4.13170083600703,8.90010562332354e-12,7.46867196890567e-10
"FBgn0039113",-0.954281346272875,5.26507874630834,9.6182953116985e-12,7.98814299289104e-10
"FBgn0036684",0.873589592926849,6.19805871068615,1.14899577548348e-11,9.44521425234178e-10
"FBgn0039593",-1.93369131011033,1.85893824633708,1.40597109024863e-11,1.14409122252959e-09
"FBgn0000567",1.22114967956426,4.40249696824333,1.60245104835341e-11,1.29093456455351e-09
"FBgn0052625",-1.60710307189898,3.69059097421515,2.15514139429007e-11,1.71899198736642e-09
"FBgn0037223",2.61828024154349,1.14147278784115,2.26617498703638e-11,1.78983389172206e-09
"FBgn0040388",1.02615833793434,6.89858778259954,2.80574398675149e-11,2.1944731609e-09
"FBgn0027515",-0.905980065821706,5.17953261061078,4.27079546911728e-11,3.30822387492392e-09
"FBgn0033095",-0.770831050442388,6.91217880098627,4.68952862090175e-11,3.59798500666519e-09
"FBgn0261560",0.880736357235546,7.14844720113336,4.82492420930842e-11,3.6669423990744e-09
"FBgn0259715",1.77997079265843,6.01942470995542,5.0789349286634e-11,3.8239158677862e-09
"FBgn0031703",1.83833090682266,2.89272228986012,5.22287330274775e-11,3.89587660434591e-09
"FBgn0033724",-1.43062900996443,3.64015625350987,5.39065558653028e-11,3.98413957844843e-09
"FBgn0003447",-1.97736964873232,1.62559566055382,6.82153195965103e-11,4.99584195154079e-09
"FBgn0036299",-0.946993750068097,5.7267926937954,8.11957328275790e-11,5.89290832125204e-09
"FBgn0051363",-0.925149855773346,9.17660590354287,8.45471309059847e-11,6.0813543444519e-09
"FBgn0035147",1.09599288859108,10.6051073527495,1.58178903494897e-10,1.12768959872114e-08
"FBgn0030805",-1.08242752580252,4.78474176033672,2.4503580493302e-10,1.71941107354882e-08
"FBgn0063492",-0.803025781300465,5.57470902488708,2.4544721134324e-10,1.71941107354882e-08
"FBgn0038351",1.62213256118518,2.98843399360184,2.82623489205485e-10,1.9627714043443e-08
"FBgn0052135",-1.31427706298694,4.30667609365018,3.1626107010003e-10,2.17760613737252e-08
"FBgn0034718",-1.39500493458368,5.32897861539872,4.15055064442384e-10,2.83363016876936e-08
"FBgn0034391",-1.56294689725045,2.42777455833051,5.54437756586953e-10,3.75340383786932e-08
"FBgn0033426",0.97837729526799,4.83853285141321,5.70684067242522e-10,3.83119237142147e-08
"FBgn0035266",-1.08276147158797,4.95462787223668,6.65756819182223e-10,4.43250986391073e-08
"FBgn0031548",1.91585222236691,2.16863607895544,6.79945457969609e-10,4.48986935196981e-08
"FBgn0063667",-2.74725819574511,0.236830321304886,7.02589562372689e-10,4.60167602802795e-08
"FBgn0038805",-0.760232123515661,5.92332712273406,8.65354582101795e-10,5.62201331726779e-08
"FBgn0038865",1.02912177137182,4.51881796872562,8.75602481605542e-10,5.6430828734514e-08
"FBgn0030037",-0.73460915310984,5.85283789065697,8.96661346463893e-10,5.72568269009189e-08
"FBgn0015371",0.988532497407867,4.93243373340397,9.02633691213592e-10,5.72568269009189e-08
"FBgn0003502",-0.734941085653483,6.60447798108844,9.84341280574032e-10,6.19519793461281e-08
"FBgn0261238",-0.786408713461148,6.20540460541218,1.05515497158856e-09,6.58940190009104e-08
"FBgn0028514",1.04351420112974,5.60152721080224,1.34000181450358e-09,8.30388816741603e-08
"FBgn0015568",-1.07345788996491,4.10032098915081,1.53299875817226e-09,9.42735724872957e-08
"FBgn0051038",0.93850955595137,5.84602480589595,1.67183207450967e-09,1.02032418123105e-07
"FBgn0038237",2.8325402387302,0.89432429843097,1.81602111128238e-09,1.09998993026247e-07
"FBgn0035761",-0.746326699326552,5.5656784815823,2.0336123023091e-09,1.22259557517926e-07
"FBgn0050069",0.863045782852796,6.97037049660686,2.38694715934433e-09,1.42438861597614e-07
"FBgn0003076",-0.719530458774164,6.92082997140545,2.41946522918172e-09,1.42788152339499e-07
"FBgn0039809",0.871438197280343,5.56131557512643,2.4313605698239e-09,1.42788152339499e-07
"FBgn0029801",0.80397183730471,6.91367973048227,2.4459738111781e-09,1.42788152339499e-07
"FBgn0035403",0.94597597350905,5.32271706834296,2.56198928033104e-09,1.48484788793862e-07
"FBgn0035811",-0.889613631067845,6.38653896856444,2.93561750101897e-09,1.68923818487206e-07
"FBgn0031117",-1.02960214067592,4.72382758514635,3.12392573500627e-09,1.78484721427025e-07
"FBgn0031374",0.8082058970389,7.32999428517405,3.25746926718858e-09,1.8480403110191e-07
"FBgn0031547",1.37785787647907,4.42873981221591,3.28456878690322e-09,1.8503836466638e-07
"FBgn0004893",0.812779934638631,5.27619240316295,3.75739922721489e-09,2.10205612322522e-07
"FBgn0028433",1.33987348193345,2.94162182259238,3.92374483733747e-09,2.17997851100625e-07
"FBgn0032638",1.42703402606949,3.43854453200878,4.43602504408934e-09,2.4477135448756e-07
"FBgn0038341",-0.897804326385039,5.11280937028048,4.73269767018022e-09,2.59364710414775e-07
"FBgn0004369",0.781659573154732,6.07357472761433,5.12025397983591e-09,2.78707878794312e-07
"FBgn0053516",0.773391750401503,5.83613368430355,5.32641047617106e-09,2.87983642926403e-07
"FBgn0004396",-1.08294614153328,7.61576900783418,5.55629448206187e-09,2.98410055649936e-07
"FBgn0031689",-0.963887098154906,4.48414332274846,5.90088890445822e-09,3.14818284863016e-07
"FBgn0036007",-0.797945763710026,6.67501884017445,6.44831709425549e-09,3.41760805995541e-07
"FBgn0032029",0.927480957012265,4.78583450369949,7.10726757176878e-09,3.72488684200803e-07
"FBgn0004507",-0.918969628481262,7.2089791417366,7.12056322826758e-09,3.72488684200803e-07
"FBgn0039098",1.01177634074608,4.64736333585116,8.467138630076e-09,4.39562838329363e-07
"FBgn0250904",-1.87924966200857,1.33798499238755,8.51189210270365e-09,4.39562838329363e-07
"FBgn0037683",0.843068309451572,6.85494781180685,9.22420607055683e-09,4.73313401938891e-07
"FBgn0033635",-1.21187761821732,7.65241150962645,9.35484599610624e-09,4.76978730029316e-07
"FBgn0010223",1.42906724205462,2.45111696871284,9.78241167215426e-09,4.95642191389149e-07
"FBgn0037635",1.07596423933506,3.76856347500866,1.26287619282417e-08,6.35858163086972e-07
"FBgn0036821",1.73657204759801,5.07338536674813,1.34712429197742e-08,6.74064179886341e-07
"FBgn0002527",0.741825826258774,11.5752625090908,1.37841283084075e-08,6.85462578102044e-07
"FBgn0051431",0.725605760007584,7.52600668060581,1.40233730079284e-08,6.93081551851972e-07
"FBgn0043364",1.20562688760904,6.59783038283392,1.52961449280726e-08,7.51376485003373e-07
"FBgn0038476",-0.681969013587005,6.7891036823116,1.54765275309309e-08,7.5562973205563e-07
"FBgn0261015",1.13767527750577,5.1451232466243,1.63159999021737e-08,7.91817441035609e-07
"FBgn0035710",-2.26313638959701,0.659332617948491,2.03548942594919e-08,9.81910348230339e-07
"FBgn0259224",-1.13854613238618,4.35711321037413,2.36877046913687e-08,1.13588183924802e-06
"FBgn0036896",0.854669831224548,5.70396826844101,2.77229747993287e-08,1.32151647919167e-06
"FBgn0026376",1.00147768790058,6.8235393199142,2.95185053966842e-08,1.39882987926875e-06
"FBgn0004108",-0.849440873580845,5.73748983957542,2.97033847673858e-08,1.3993594601524e-06
"FBgn0037872",0.828870924104716,5.00937096963007,3.38609426347109e-08,1.585952057356e-06
"FBgn0001124",-0.686712881147956,6.67644622800806,3.67885132707414e-08,1.71311134629533e-06
"FBgn0032436",-2.33087181754515,0.610176541861881,3.71401456258339e-08,1.71954605265355e-06
"FBgn0037680",-0.777051731386253,5.08144318557839,4.01299463831132e-08,1.8473534174992e-06
"FBgn0052412",0.656601285231289,6.4578024919445,4.2607242257031e-08,1.9502496796741e-06
"FBgn0038381",1.11355278545043,3.68431769585015,4.41876861311511e-08,2.01116383882798e-06
"FBgn0027580",0.837184457608968,6.72269530086664,4.58150892460382e-08,2.07351887059598e-06
"FBgn0020257",0.673841948412468,6.44687116766975,4.65390415898057e-08,2.09451686618701e-06
"FBgn0033782",1.36489931050864,3.71787791251315,4.985182996503e-08,2.23114634554601e-06
"FBgn0034405",-0.662672857339912,7.53230679979117,5.37570798900602e-08,2.39263555576975e-06
"FBgn0031516",-0.731370393302233,6.13974560259137,6.23898471379543e-08,2.76160773924923e-06
"FBgn0027949",-0.653088385483896,6.87145801251028,6.38963369440305e-08,2.81283546678202e-06
"FBgn0037468",-0.902486235543622,7.99131469826554,7.06908017796172e-08,3.09502771269889e-06
"FBgn0030452",0.696063007713067,6.25402565236767,7.34688870088151e-08,3.19927218239467e-06
"FBgn0039485",-1.32759024362534,2.29874864394518,7.88699776907184e-08,3.41600290471198e-06
"FBgn0027091",0.651862449066186,6.58084316287745,7.9654401823961e-08,3.43152866895096e-06
"FBgn0031359",0.848567753680582,5.48175881255187,8.63338379889248e-08,3.69949680233393e-06
"FBgn0052521",0.92234416787313,7.78450696844942,9.12170719952292e-08,3.88806736504533e-06
"FBgn0036560",-2.1349196838226,0.818688568611479,1.00573615032176e-07,4.26432127736426e-06
"FBgn0040398",0.788284060670532,8.40276411943906,1.02404576293176e-07,4.31922129119281e-06
"FBgn0005640",-0.673675209470551,6.99465268005429,1.05891865467987e-07,4.44304618859429e-06
"FBgn0051337",0.899247280386305,6.17021761774489,1.0887602184088e-07,4.52841529789201e-06
"FBgn0011274",0.750342442015558,5.97571732833028,1.09050715962146e-07,4.52841529789201e-06
"FBgn0086906",-0.772402858320222,6.51134541895848,1.1172558302925e-07,4.61569895837762e-06
"FBgn0010591",0.65147704486938,7.04482245869258,1.19578253394074e-07,4.91491025174827e-06
"FBgn0037678",-1.73545978373566,1.53872353079662,1.25309844537776e-07,5.12434572383921e-06
"FBgn0027596",0.829121322122646,5.92660034019835,1.68187429433083e-07,6.84301985612585e-06
"FBgn0034354",-0.960167811271544,4.91599314937463,1.74003495415806e-07,7.04408120135543e-06
"FBgn0027348",1.17495143844625,3.80417275095148,2.08009479498224e-07,8.37862183418847e-06
"FBgn0031258",1.31513793967605,3.14298844730712,2.29015978343201e-07,9.17886926135736e-06
"FBgn0031805",0.849814819240638,7.97116000948619,2.42778249323643e-07,9.68228503243203e-06
"FBgn0033495",2.01538653451904,2.45825516555965,2.48618502484633e-07,9.8543718527303e-06
"FBgn0250867",-0.849703358120983,5.15000669790111,2.49539704314422e-07,9.8543718527303e-06
"FBgn0038436",-0.681947757160718,5.65491600333786,2.57382230506158e-07,1.01144938973542e-05
"FBgn0037739",-0.769395375171454,4.86336043287863,2.6212880357045e-07,1.02510176774929e-05
"FBgn0052681",0.994711394637481,3.71051366252532,2.79041590250327e-07,1.08597055606601e-05
"FBgn0032451",-0.767476296935242,5.56400475652615,3.42973726907061e-07,1.32836362690543e-05
"FBgn0038877",0.693924444160513,6.31408768456942,3.79746000276998e-07,1.46374821924952e-05
"FBgn0044047",0.889838297245678,4.48179902993152,3.92761616359527e-07,1.5067083720916e-05
"FBgn0051523",0.815077906510567,8.53480766982544,4.6218101045935e-07,1.76461147879646e-05
"FBgn0039886",0.62685077567281,6.18430314688176,4.82821537737057e-07,1.83472184340082e-05
"FBgn0020240",-0.645742060695889,7.61409992652135,5.59657043384795e-07,2.11671227300841e-05
"FBgn0039101",0.972022229720216,4.58021656510815,5.90460641897554e-07,2.22278080893771e-05
"FBgn0031913",0.726170107322158,6.26567863748279,5.99134374468397e-07,2.24494256777554e-05
"FBgn0003074",-0.648739582037131,7.44915827349037,6.36405687308006e-07,2.37355750784875e-05
"FBgn0034067",-1.02736013866784,3.5240323865577,6.56748556502131e-07,2.43814118487611e-05
"FBgn0032775",0.753314364791253,7.9798735501593,6.60726963891537e-07,2.44165890876616e-05
"FBgn0033368",-1.32594791664467,2.41230100331714,6.66891307226745e-07,2.45318555754276e-05
"FBgn0005660",-1.05539126542939,3.56299268455176,7.15512997946539e-07,2.62007850520787e-05
"FBgn0013811",0.863847841463484,4.8297791243759,8.54323864222643e-07,3.11422309962788e-05
"FBgn0028939",2.36760164722352,0.729115761033392,8.68832554521923e-07,3.15284462127415e-05
"FBgn0260966",0.931658749090672,5.911503224432,8.97747741884649e-07,3.24316403974114e-05
"FBgn0063493",-0.871963211063978,4.61932154304862,9.1383897228998e-07,3.28382597781493e-05
"FBgn0033113",-0.988281063182773,4.92509876802196,9.17155964508886e-07,3.28382597781493e-05
"FBgn0036576",1.02755029867801,7.16292920435939,9.30975170852063e-07,3.31855574176293e-05
"FBgn0031688",-1.59920185077959,1.43924000172363,9.88196144542226e-07,3.50700799137981e-05
"FBgn0028563",0.601641116199299,6.41181379758872,1.0847723547916e-06,3.83286232026364e-05
"FBgn0040752",0.815790532405206,8.61375768297382,1.09148735393461e-06,3.83974765209486e-05
"FBgn0032635",-0.606629786758686,5.62791369585848,1.12111540990636e-06,3.92682858356767e-05
"FBgn0027597",-0.655353466647144,5.08699543481339,1.14172009568827e-06,3.98168705232239e-05
"FBgn0039178",-2.26500755181233,0.285064333440134,1.16980928358871e-06,4.0620618916339e-05
"FBgn0030326",1.23100433380334,3.50888966884885,1.20934325621389e-06,4.18131728414553e-05
"FBgn0260933",-0.620870836668203,5.91832182768592,1.29868223079495e-06,4.4710188253351e-05
"FBgn0028990",0.709019328560355,6.77910395129355,1.3369904766343e-06,4.56463608878536e-05
"FBgn0003525",0.683650465005008,6.79304506173986,1.33720719582094e-06,4.56463608878536e-05
"FBgn0087007",-1.12628701425664,3.45106478195972,1.48054503426058e-06,5.03260371139378e-05
"FBgn0038293",-0.619133078152201,8.05868379818606,1.57284644643515e-06,5.32388696322755e-05
"FBgn0052677",-1.27164495282553,1.93507016807573,1.72379358940704e-06,5.81041052563309e-05
"FBgn0002778",0.659243577693772,6.59351656785298,1.80510920864545e-06,6.05914991035323e-05
"FBgn0029090",1.46063880226316,1.84108290266176,1.88681484415882e-06,6.307128790267e-05
"FBgn0028327",-0.613951515552781,8.25175790552901,1.95162498029318e-06,6.49681439720738e-05
"FBgn0028542",0.947955410879899,6.55110420414042,1.99916586266316e-06,6.62768732082897e-05
"FBgn0051856",-1.00747504542776,2.79862611494791,2.09260679565745e-06,6.90903292861328e-05
"FBgn0031307",-0.81593866306876,7.17959909847524,2.15667917968726e-06,7.0915132536982e-05
"FBgn0261546",1.81316139690635,1.24223012963196,2.21695948028726e-06,7.26009169642038e-05
"FBgn0039788",-1.78245106497545,0.677657021165706,2.5246402908224e-06,8.21490629418476e-05
"FBgn0002609",1.49819997439938,1.87277519504971,2.52891852154645e-06,8.21490629418476e-05
"FBgn0024491",-0.626531966952542,5.39844865597626,3.06487277367342e-06,9.9159096645434e-05
"FBgn0010097",-1.0540463091815,3.14659582270916,3.37055378344036e-06,0.000108612725117582
"FBgn0030349",0.579253199133988,7.22429295462142,3.44008770105462e-06,0.000110411739122295
"FBgn0039000",0.622078840950545,5.27219003974918,3.6005209523475e-06,0.000115102368222665
"FBgn0036663",0.655379266974899,9.27457005758737,3.88510052865216e-06,0.000123708971773999
"FBgn0003317",-0.545010042754079,6.77136026536239,3.9654867090211e-06,0.000125771499716039
"FBgn0031461",-0.629361483021304,5.46945206189706,4.21507365528099e-06,0.000133163268105661
"FBgn0000043",-0.627554118313033,11.2966951243071,4.26153284101827e-06,0.000133907644811999
"FBgn0035932",-1.52228847605352,1.23478289837208,4.27187993007493e-06,0.000133907644811999
"FBgn0034636",2.28020566939923,0.450729431704293,4.40537845521372e-06,0.000137128875936936
"FBgn0035150",-0.57164386157213,7.71840785543576,4.40868655259016e-06,0.000137128875936936
"FBgn0030145",-0.669530850006972,5.23213933382053,4.47770212238609e-06,0.000138739878069009
"FBgn0036373",0.973379187116256,8.28287806655001,4.51622790790678e-06,0.000139397440713015
"FBgn0020376",1.4716087736498,1.76602399843401,4.9604295955914e-06,0.000152523743595742
"FBgn0015541",-0.538533739120704,7.15801809044296,5.17622463452914e-06,0.000158553861808999
"FBgn0011674",-0.925426780127427,3.19078100556795,5.25176602203042e-06,0.000160258435884383
"FBgn0086355",-0.739233833262172,8.38423671754081,5.35242147209162e-06,0.000162713612751585
"FBgn0001091",-0.71570485091968,8.44748390495495,5.7119229984168e-06,0.000172989667952052
"FBgn0026415",-1.15901634752129,1.97522070351736,6.25166817002365e-06,0.000188627111527006
"FBgn0033446",1.11384353831188,2.76221302360931,6.30803354614069e-06,0.000189617605401901
"FBgn0259749",0.625515283442527,6.81630283300883,6.61276639833935e-06,0.00019803883310417
"FBgn0020493",0.767831635107329,4.77069813204969,6.73360775450917e-06,0.00020091090396417
"FBgn0015576",0.916157450176147,3.85417173566106,6.94306514224047e-06,0.000206396061940551
"FBgn0000299",-0.642949898843937,12.0035816383993,7.43279912852744e-06,0.000220142021247857
"FBgn0045852",0.666542457686034,7.35611740799198,7.7448972381429e-06,0.000228545392492598
"FBgn0037850",-0.647099909355429,4.78356698533621,7.94798495111458e-06,0.000233682360460507
"FBgn0039714",0.607509767773532,7.54258500648083,8.17245602763173e-06,0.000239408384576732
"FBgn0046258",-2.16121926792323,-0.114272945404668,8.24955289284063e-06,0.000240791297480884
"FBgn0043841",0.634729719116063,10.2142999898627,8.36210356012388e-06,0.000243195329531978
"FBgn0037844",-0.708367684567403,4.3375237618529,8.47639771182598e-06,0.000245632589807447
"FBgn0261444",-0.696969190014644,5.86225729911611,8.54516837424788e-06,0.000246667504560832
"FBgn0039651",-1.12728114551894,2.60050698823983,8.57334921512325e-06,0.000246667504560832
"FBgn0035937",-0.546263222388857,6.19035043398908,8.85035503697846e-06,0.000253731175010315
"FBgn0035523",-1.5442130389134,2.04504320302436,9.35996226238288e-06,0.000267389560233179
"FBgn0038261",-1.51624469118815,1.27062361523044,9.72769606816874e-06,0.000276912789841581
"FBgn0040290",0.552445458440887,5.84655176377135,1.0357469595479e-05,0.000293802024863307
"FBgn0032820",-0.622474765087944,4.75433666122373,1.04886091612931e-05,0.000296478018959217
"FBgn0031313",0.663783373154952,6.88298579596476,1.09330555144338e-05,0.000307960472812163
"FBgn0038720",-0.68701261829981,4.38181080977614,1.10965450236858e-05,0.000311476539062066
"FBgn0000565",-0.749306300919412,5.60557483914538,1.13204316429717e-05,0.00031665762956868
"FBgn0034804",1.48543817843709,1.71613206463706,1.14687982964946e-05,0.000319697713067684
"FBgn0034225",1.28881984778123,2.01341432217424,1.1742202842492e-05,0.000326190296893503
"FBgn0015777",-0.53200949933685,6.40261763385224,1.20916755264629e-05,0.000334633781820885
"FBgn0014869",-0.567909232859588,6.98795903866788,1.21292284374005e-05,0.000334633781820885
"FBgn0026585",-0.541589587781483,7.35236783527248,1.29163279507787e-05,0.000355132894100592
"FBgn0039759",-1.96985354867694,0.352135212698414,1.29723080733351e-05,0.000355458890608121
"FBgn0039381",-0.611966574948753,5.88841658075755,1.33945337925062e-05,0.000365784285533662
"FBgn0028434",-0.989097062383911,2.79921889399527,1.36749964035105e-05,0.000372181658873922
