"","logFC","logCPM","PValue","FDR"
"Gene_1939",-6.20324502754722,7.22496910989751,0.0222728494513336,0.225151122943963
"Gene_1858",-8.23323630727908,7.03645916594097,0.0222784108587318,0.225151122943963
"Gene_1603",-6.99356989590973,6.63696256495314,0.0223676377471408,0.225151122943963
"Gene_1411",-6.3624279341612,6.9827880786926,0.0223953106797202,0.225151122943963
"Gene_1030",-7.23217470601157,8.19251504954785,0.0224521961803083,0.225151122943963
"Gene_0978",-6.195724220387,7.7595427460928,0.022470971187016,0.225151122943963
"Gene_0568",-2.25234083708861,10.6563484507643,0.0226519294633904,0.225151122943963
"Gene_0841",-9.03490102953519,7.00740870971602,0.0226789584662294,0.225151122943963
"Gene_0128",-5.95119381167719,7.76531979323007,0.0227854481195435,0.225151122943963
"Gene_1050",-2.88071051211584,3.34825373041925,0.0229142704275259,0.225152016728892
"Gene_1635",-7.61702401553321,7.72545096828669,0.0235190732169857,0.229803681879933
"Gene_1764",-8.1808732809714,8.48571938166707,0.0246795234375693,0.238921942226975
"Gene_1865",-7.78594432927725,6.27084255980898,0.0247805920296693,0.238921942226975
"Gene_1910",-7.39492815641355,6.96856356063283,0.0251663960593513,0.238921942226975
"Gene_1541",-7.72326083816776,7.65772837790827,0.0252431878792568,0.238921942226975
"Gene_1612",-2.49498564896975,6.03951747023234,0.025268435335891,0.238921942226975
"Gene_1414",-9.22403848037176,7.18933630704395,0.0253427008529671,0.238921942226975
"Gene_0761",5.99377984134044,7.42744461276105,0.0254085084358018,0.238921942226975
"Gene_0988",-8.13795224556102,8.11226506054565,0.0256727174696732,0.239023762932367
"Gene_1017",-8.75293141717515,6.7380766509376,0.0256926629109691,0.239023762932367
"Gene_0382",-10.400383037489,8.33528269501047,0.0268104730257282,0.248103266253961
"Gene_0008",-6.65654523346158,5.60448674080858,0.0281079590714627,0.257897592680971
"Gene_1792",-9.47961109888509,7.43577894332405,0.0281637737004377,0.257897592680971
"Gene_0780",-8.13921831475732,8.07272289373742,0.0288344848645512,0.262592887652431
"Gene_1316",-9.31658204225913,7.27829267628703,0.0289768023538703,0.262592887652431
"Gene_1506",-8.83352313082186,6.81452016800363,0.0292963289292825,0.264119996377913
"Gene_0585",-3.08196067673824,3.99119029279429,0.0294744572145026,0.264363208554693
"Gene_1588",-7.5323766671591,6.52256061167641,0.0302494156346347,0.26799532426485
"Gene_1618",4.11720942011387,6.34328568022124,0.0303366264124641,0.26799532426485
"Gene_0678",-3.04174137463369,3.48847572021419,0.0303390933130019,0.26799532426485
"Gene_1321",-2.45413978356927,5.51658082338578,0.0311468427612715,0.271053198275595
"Gene_1267",-6.75592453321161,5.34262128913302,0.0313335597431259,0.271053198275595
"Gene_1809",-3.03700726342071,3.13054380071234,0.0313375948874125,0.271053198275595
"Gene_1556",-7.00282129707511,5.14959242013463,0.0314407859076346,0.271053198275595
"Gene_0425",-5.7572157855928,5.08791798270328,0.0318028310185507,0.271053198275595
"Gene_0483",-9.86830131549423,7.81406387390371,0.0319112536215351,0.271053198275595
"Gene_1232",-7.89209170116434,7.55270333080729,0.0319815716116895,0.271053198275595
"Gene_0303",-8.70043381303306,7.73982539103922,0.0320777436593263,0.271053198275595
"Gene_0728",-8.52263404216754,7.93988913423084,0.0320800526260996,0.271053198275595
"Gene_0964",-7.45446108525742,6.51424031213906,0.0330727974988528,0.278097705891796
"Gene_0249",5.59708335683863,6.21056115087406,0.0333639005899386,0.279203168094749
"Gene_0203",-8.70686044091355,7.97012924765796,0.033575010938686,0.279631876817913
"Gene_1864",-10.0484291773242,7.98965409527546,0.0337646629461591,0.279878651624798
"Gene_0946",-6.78085417949972,5.68443568568868,0.034331493151506,0.281303049215604
"Gene_0980",-8.54693039541529,7.50109306048425,0.0343595107158056,0.281303049215604
"Gene_1559",5.01553137162508,7.23263074329192,0.0344190123111145,0.281303049215604
"Gene_0940",-6.81033263484751,8.66162916746571,0.034720427657239,0.282446641732609
"Gene_1265",-8.42899025542954,7.48292713663468,0.0350475942948792,0.283065311346901
"Gene_1962",-9.6016764834383,7.55444942706359,0.0354333356034075,0.283065311346901
"Gene_0716",-8.01933612430107,7.07657093640579,0.0356014164278842,0.283065311346901
"Gene_1444",-7.14528039531762,6.01445710954786,0.0357160422968732,0.283065311346901
"Gene_0323",-9.41114260284767,8.15603520846988,0.0358549596914564,0.283065311346901
"Gene_0813",-8.35086750807352,8.28877292940751,0.0358891218064012,0.283065311346901
"Gene_0718",-1.5261753651855,11.9346782216349,0.0359293877181315,0.283065311346901
"Gene_1358",-6.14034126713613,4.91787451934207,0.0361488118251565,0.28351691426995
"Gene_1752",-7.24365157886584,6.77594273805555,0.0369865754847851,0.288792502334326
"Gene_0364",-5.67197705701354,7.6707742815416,0.0372143293065888,0.288996141636209
"Gene_1317",-4.95019158702745,3.65641252484311,0.0373431263635125,0.288996141636209
"Gene_0145",-6.72173694445412,7.95053753329108,0.0377062907398612,0.290521156405362
"Gene_1408",3.3892934601135,3.75867724017405,0.0387070997376327,0.292058058467787
"Gene_1862",-2.96067831175774,9.32306043055203,0.0387406928268676,0.292058058467787
"Gene_1475",-4.01622208256785,6.41715681595015,0.0389137301838442,0.292058058467787
"Gene_1081",-8.01665936819116,7.33888695666593,0.0390902383230981,0.292058058467787
"Gene_0305",-7.04313197503698,6.99117358078622,0.0393483371397119,0.292058058467787
"Gene_1452",-6.39319551355023,4.65164182387288,0.03941731454466,0.292058058467787
"Gene_1191",-8.72474537257179,7.513157870917,0.0395014015874749,0.292058058467787
"Gene_1225",-7.0076976598421,7.93700330720458,0.0395533783575682,0.292058058467787
"Gene_1080",3.93758290248014,3.66315678586843,0.0395567202832452,0.292058058467787
"Gene_1298",-7.12431611944289,5.2563935645996,0.0395756202726504,0.292058058467787
"Gene_0532",2.35670063567345,2.7245412043524,0.0397677257309309,0.292242656736967
"Gene_0752",-4.91775843864419,4.1432298174441,0.0403859536032754,0.295544070510999
"Gene_1718",-8.40801611631569,7.71841019926227,0.0406212094965961,0.296027064206444
"Gene_1706",-8.94068352206535,7.69605244284245,0.0411136010361268,0.298286601056069
"Gene_0739",-7.2990483149509,5.40590371704073,0.0412723598945504,0.298286601056069
"Gene_0871",4.71070754599476,8.52013860458176,0.0418587880511104,0.30127991893577
"Gene_0436",-7.72323111572679,7.49845530642703,0.0424990721256259,0.304634742408687
"Gene_1855",-8.82868040104747,7.78104624921502,0.0429050679097876,0.305806685279982
"Gene_1593",-7.23402674990307,6.41502230847351,0.0430122610513869,0.305806685279982
"Gene_0604",-6.22959999561044,8.10603530435053,0.0439129601518643,0.309791916576823
"Gene_1451",-6.2103950064831,5.3878670968727,0.0439270413442264,0.309791916576823
"Gene_0486",-3.34459230862443,6.97430087066773,0.0442205849383875,0.310567409200137
"Gene_1092",-8.83239426887332,6.81355979092612,0.0443921396798366,0.310567409200137
"Gene_1013",-6.05147936700846,5.05219321196862,0.0450421490807838,0.312762562741208
"Gene_1208",-8.27813848736934,6.79173450019559,0.0451576758420343,0.312762562741208
"Gene_1460",-7.87198840677413,7.5850186213458,0.0452871631858787,0.312762562741208
"Gene_0945",-8.36126368818394,6.36946475042872,0.0454212069389747,0.312762562741208
"Gene_1583",-7.4171511316009,6.66241347915981,0.0463193060803944,0.317695946410235
"Gene_1928",-6.71622431565679,7.18489678307433,0.047422860767004,0.322942057718634
"Gene_1111",-8.47597823112252,8.16080821550462,0.0474534641702053,0.322942057718634
"Gene_0552",-5.05996617520811,5.12029805833721,0.0481101606441152,0.326142135529293
"Gene_1535",3.84793036903353,4.71821228928043,0.0483377360749264,0.326419692644967
"Gene_0073",-9.13697865110614,7.10515714576805,0.0491952145023983,0.329927550902289
"Gene_0160",-8.86538752260556,7.95513316858587,0.0493250235182668,0.329927550902289
"Gene_0906",-7.06304240112793,7.49073463108329,0.0494231093975984,0.329927550902289
"Gene_1170",-7.29216778096115,6.11292642134963,0.0500981562900805,0.333162263693349
"Gene_1100",-7.08163620223391,6.24926917676632,0.050407446682051,0.333949334268588
"Gene_1312",-7.30242730397094,6.39786451525203,0.0509518737713452,0.336282366890879
"Gene_1869",-6.86025614974341,5.03081972821863,0.0518036962475052,0.340334150820873
"Gene_1681",-7.3126354409653,7.0511176948826,0.0519549561287438,0.340334150820873
"Gene_1053",-9.37396084593446,7.8446324370069,0.0524539424640642,0.342320691677792
"Gene_0437",-5.41200832674666,4.93546677554058,0.0529725593704117,0.343840702783278
"Gene_0017",4.20557951180196,5.54630073361643,0.0538025846971527,0.343840702783278
"Gene_1349",-7.88633738001653,6.42320743763831,0.053803412979334,0.343840702783278
"Gene_1525",1.90299833701834,10.7050315526629,0.053819691374814,0.343840702783278
"Gene_0359",-9.58577678167538,7.53875297474227,0.0539583111189344,0.343840702783278
"Gene_0983",-4.11904958346064,7.13202421043772,0.0540222818120511,0.343840702783278
"Gene_0618",2.08633687418781,2.79730059244964,0.0542233911973101,0.343840702783278
"Gene_0631",-4.36555758523255,9.48335190248917,0.0545169685783532,0.343840702783278
"Gene_1545",-8.69990079562719,6.68832240331795,0.0548993243465496,0.343840702783278
"Gene_0259",-6.85899529208002,8.71212785765637,0.054974267641058,0.343840702783278
"Gene_1802",-6.09315065903138,7.7648886456398,0.0551571642327101,0.343840702783278
"Gene_1576",-8.41112070989287,6.41314056632432,0.0552424480797266,0.343840702783278
"Gene_1828",2.71797122134311,4.74877406954119,0.0554856428878299,0.343840702783278
"Gene_0060",4.48222767809723,6.90554047936825,0.0556808015703956,0.343840702783278
"Gene_0475",2.82931052763357,9.43966260072811,0.055949230002271,0.343840702783278
"Gene_0143",-2.35554821633872,2.71818899812095,0.0559798198992096,0.343840702783278
"Gene_0087",5.41572091452987,7.30995649041434,0.0565100162931557,0.343840702783278
"Gene_1301",-5.49475508351999,8.00873790965189,0.0565779002154135,0.343840702783278
"Gene_1025",-3.99267943338606,3.18203797606862,0.0566174655131737,0.343840702783278
"Gene_0178",-4.14937810418991,8.99586412950464,0.0566664749042628,0.343840702783278
"Gene_0441",-6.97418191593822,5.1257877103232,0.0568153019464651,0.343840702783278
"Gene_1566",-4.83699811664966,8.23790067729989,0.0573350971530965,0.345566555578355
"Gene_0347",4.08167101095864,6.65932695503591,0.0574956361768447,0.345566555578355
"Gene_1985",-6.47426713218043,7.12198631865302,0.0577391266193008,0.345841549510812
"Gene_0990",-5.6969920021679,7.79731369828958,0.0581562096754131,0.347150889837193
"Gene_0392",-6.42405802376568,5.74188714829706,0.0587044022583672,0.348434626309482
"Gene_0193",-6.16100711537877,6.9552072121,0.0587697054095468,0.348434626309482
"Gene_1800",2.74471982040041,5.05736810235604,0.0589695325219782,0.348438217503176
"Gene_0472",-5.88304320061204,8.03955496046856,0.0605319489724889,0.355437342357383
"Gene_1914",-6.16691588156335,7.90438964304449,0.0605910689871388,0.355437342357383
"Gene_0255",-9.00172273749776,6.97490251810679,0.0609363806979022,0.355437342357383
"Gene_0921",-9.04836597103872,7.02019962961634,0.0609669540921754,0.355437342357383
"Gene_1236",-8.83764194783448,7.68193323762664,0.0615684946979593,0.357751818029006
"Gene_0455",-6.2513347721203,6.99852247032405,0.0618679228261515,0.358301314645493
"Gene_1472",1.55793796496101,2.7709412095997,0.0622411016625366,0.358868241209991
"Gene_1745",-2.28066287612435,9.9839560135801,0.0625697831003141,0.358868241209991
"Gene_0930",-2.51075344371822,3.02417286697144,0.0625813685357618,0.358868241209991
"Gene_1067",-7.35843268090248,6.45558687564028,0.0633043177339439,0.361552164141187
"Gene_0634",-8.10839867728255,6.13496061108946,0.0634628441345594,0.361552164141187
"Gene_1221",4.04219244111229,7.28197448845079,0.0648747987836489,0.367397218251856
"Gene_1396",-7.21284123885377,7.37307270045349,0.0652277207377945,0.367397218251856
"Gene_1113",-5.12401335944624,8.96814987925929,0.0653711620238511,0.367397218251856
"Gene_1711",-7.53796650815303,6.35416996880705,0.0653838369026643,0.367397218251856
"Gene_1055",-8.3128025204862,6.32408054949657,0.0655391264119949,0.367397218251856
"Gene_0858",-2.62173673085434,3.35187090789447,0.066149543268634,0.368915215443452
"Gene_1283",3.96000273856756,7.07177959705047,0.066347093217457,0.368915215443452
"Gene_1913",-7.74273654310196,6.54607302807443,0.0664427060404159,0.368915215443452
"Gene_0548",-7.63392873637168,6.63188749931769,0.0670090911943783,0.370331925604804
"Gene_0376",1.85289201620387,9.68703129937056,0.0672263454690264,0.370331925604804
"Gene_1880",-8.23467957695435,6.25052907955753,0.0675142018656864,0.370331925604804
"Gene_1614",-7.64602617666239,5.7121719995213,0.0675448166197441,0.370331925604804
"Gene_0322",-2.34841528333963,10.7694563877141,0.0683718797249649,0.372446987476125
"Gene_0307",-8.50846155072978,7.38345483791892,0.0685744688833702,0.372446987476125
"Gene_0817",-4.32637457084826,5.9095601722629,0.0686297679214677,0.372446987476125
"Gene_1306",-6.24477901132785,4.5357702011566,0.0687992303217973,0.372446987476125
"Gene_0616",-5.08069505400734,8.58832416556858,0.0689953252957488,0.372446987476125
"Gene_1716",4.01826338927106,5.22675891330108,0.0695501040165941,0.373696394917252
"Gene_1659",-7.83653149527391,5.88361261392891,0.0698788893512563,0.373696394917252
"Gene_0835",4.01921996998675,4.76139958761554,0.0699626532437663,0.373696394917252
"Gene_0903",-7.84106722859735,7.74340475224288,0.0700814279776208,0.373696394917252
"Gene_0699",-7.87139690819602,5.91528828248246,0.0703249400905091,0.373855076651369
"Gene_1751",-2.41198883246274,10.7019448730214,0.0706954480467355,0.374476211014607
"Gene_1142",-2.34391599460921,10.0349157945834,0.0709331263055813,0.374476211014607
"Gene_0360",1.78695804394966,2.58864719279803,0.0710841063789878,0.374476211014607
